,0,1,2,3,4,5,6,7,Filter_1_Value_1,Filter_1_dontcares_1
149,1,0,0,1,0,1,0,1,False,True
150,1,0,0,1,0,1,1,0,False,True
151,1,0,0,1,0,1,1,1,False,True
152,1,0,0,1,1,0,0,0,False,True
153,1,0,0,1,1,0,0,1,False,True
154,1,0,0,1,1,0,1,0,False,True
155,1,0,0,1,1,0,1,1,False,True
156,1,0,0,1,1,1,0,0,False,True
157,1,0,0,1,1,1,0,1,False,True
158,1,0,0,1,1,1,1,0,False,True
159,1,0,0,1,1,1,1,1,False,True
160,1,0,1,0,0,0,0,0,False,False
161,1,0,1,0,0,0,0,1,False,False
162,1,0,1,0,0,0,1,0,False,False
163,1,0,1,0,0,0,1,1,False,True
164,1,0,1,0,0,1,0,0,False,False
165,1,0,1,0,0,1,0,1,False,True
166,1,0,1,0,0,1,1,0,False,True
167,1,0,1,0,0,1,1,1,False,True
168,1,0,1,0,1,0,0,0,False,False
169,1,0,1,0,1,0,0,1,False,True
170,1,0,1,0,1,0,1,0,False,True
171,1,0,1,0,1,0,1,1,False,True
172,1,0,1,0,1,1,0,0,False,True
173,1,0,1,0,1,1,0,1,False,True
174,1,0,1,0,1,1,1,0,False,True
175,1,0,1,0,1,1,1,1,False,True
176,1,0,1,1,0,0,0,0,False,False
177,1,0,1,1,0,0,0,1,False,True
178,1,0,1,1,0,0,1,0,False,True
179,1,0,1,1,0,0,1,1,False,True
180,1,0,1,1,0,1,0,0,False,True
181,1,0,1,1,0,1,0,1,False,True
182,1,0,1,1,0,1,1,0,False,True
183,1,0,1,1,0,1,1,1,False,True
184,1,0,1,1,1,0,0,0,False,True
185,1,0,1,1,1,0,0,1,False,True
186,1,0,1,1,1,0,1,0,False,True
187,1,0,1,1,1,0,1,1,False,True
188,1,0,1,1,1,1,0,0,False,True
189,1,0,1,1,1,1,0,1,False,True
190,1,0,1,1,1,1,1,0,False,True
191,1,0,1,1,1,1,1,1,False,True
192,1,1,0,0,0,0,0,0,False,False
193,1,1,0,0,0,0,0,1,False,False
194,1,1,0,0,0,0,1,0,False,False
195,1,1,0,0,0,0,1,1,False,True
196,1,1,0,0,0,1,0,0,False,False
197,1,1,0,0,0,1,0,1,False,True
198,1,1,0,0,0,1,1,0,False,True
199,1,1,0,0,0,1,1,1,False,True
200,1,1,0,0,1,0,0,0,False,False
201,1,1,0,0,1,0,0,1,False,True
202,1,1,0,0,1,0,1,0,False,True
203,1,1,0,0,1,0,1,1,False,True
204,1,1,0,0,1,1,0,0,False,True
205,1,1,0,0,1,1,0,1,False,True
206,1,1,0,0,1,1,1,0,False,True
207,1,1,0,0,1,1,1,1,False,True
208,1,1,0,1,0,0,0,0,False,False
209,1,1,0,1,0,0,0,1,False,True
210,1,1,0,1,0,0,1,0,False,True
211,1,1,0,1,0,0,1,1,False,True
212,1,1,0,1,0,1,0,0,False,True
213,1,1,0,1,0,1,0,1,False,True
214,1,1,0,1,0,1,1,0,False,True
215,1,1,0,1,0,1,1,1,False,True
216,1,1,0,1,1,0,0,0,False,True
217,1,1,0,1,1,0,0,1,False,True
218,1,1,0,1,1,0,1,0,False,True
219,1,1,0,1,1,0,1,1,False,True
220,1,1,0,1,1,1,0,0,False,True
221,1,1,0,1,1,1,0,1,False,True
222,1,1,0,1,1,1,1,0,False,True
223,1,1,0,1,1,1,1,1,False,True
224,1,1,1,0,0,0,0,0,False,True
225,1,1,1,0,0,0,0,1,False,True
226,1,1,1,0,0,0,1,0,False,True
227,1,1,1,0,0,0,1,1,False,True
228,1,1,1,0,0,1,0,0,False,True
229,1,1,1,0,0,1,0,1,False,True
230,1,1,1,0,0,1,1,0,False,True
231,1,1,1,0,0,1,1,1,False,True
232,1,1,1,0,1,0,0,0,False,True
233,1,1,1,0,1,0,0,1,False,True
234,1,1,1,0,1,0,1,0,False,True
235,1,1,1,0,1,0,1,1,False,True
236,1,1,1,0,1,1,0,0,False,True
237,1,1,1,0,1,1,0,1,False,True
238,1,1,1,0,1,1,1,0,False,True
239,1,1,1,0,1,1,1,1,False,True
240,1,1,1,1,0,0,0,0,False,True
241,1,1,1,1,0,0,0,1,False,True
242,1,1,1,1,0,0,1,0,False,True
243,1,1,1,1,0,0,1,1,False,True
244,1,1,1,1,0,1,0,0,False,True
245,1,1,1,1,0,1,0,1,False,True
246,1,1,1,1,0,1,1,0,False,True
247,1,1,1,1,0,1,1,1,False,True
248,1,1,1,1,1,0,0,0,False,True
249,1,1,1,1,1,0,0,1,False,True
250,1,1,1,1,1,0,1,0,False,True
251,1,1,1,1,1,0,1,1,False,True
252,1,1,1,1,1,1,0,0,False,True
253,1,1,1,1,1,1,0,1,False,True
254,1,1,1,1,1,1,1,0,False,True
255,1,1,1,1,1,1,1,1,False,True
